"currSession","currTask","currTrial","stimulus","response","correctResponse","responseTime","sessionNum","round","picType","predictType","age","language","gender","device","intention","comments","pairsCombo","encodeSequence","fillerCombo","predictTestSequence","memoryTestSequence"
"memoryTest","memoryTest","266","d2_5","j","d","1651","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","267","b1_4","f","d","870","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","268","c3_13","j","d","1014","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","269","d2_4","k","d","848","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","270","c4_8","d","d","552","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","271","c2_7","d","d","586","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","272","d3_19","d","d","716","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","273","b2_19","d","d","603","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","274","a1_17","k","k","618","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","275","a3_11","k","d","987","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","276","a4_28","k","d","781","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","277","d3_13","d","d","938","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","278","d1_22","d","d","738","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","279","c4_21","k","d","650","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","280","b2_2","k","d","795","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","281","c3_12","f","d","794","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","282","b1_12","j","d","675","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","283","b1_27","k","d","616","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","284","a2_18","k","d","808","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","285","c2_27","j","k","1707","3","","foil","cue","","","","","","","","","","",""
"memoryTest","memoryTest","286","d1_26","f","k","1006","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","287","d1_23","d","d","530","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","288","c3_24","k","d","768","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","289","b2_1","k","d","799","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","290","d2_18","f","d","921","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","291","a4_2","d","d","889","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","292","a1_4","j","d","1020","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","293","a3_4","d","d","719","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","294","c1_26","d","d","1089","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","295","d4_11","d","k","602","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","296","d4_19","k","k","1432","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","297","c3_7","k","d","944","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","298","b4_2","d","k","797","3","","foil","target","","","","","","","","","","",""
"memoryTest","memoryTest","299","a3_18","k","k","872","3","","foil","filler","","","","","","","","","","",""
"memoryTest","memoryTest","300","a4_21","f","d","856","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","301","b3_25","k","d","664","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","302","d2_11","d","d","1190","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","303","a2_16","k","d","912","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","304","c1_1","f","d","1112","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","305","c4_30","j","d","1355","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","306","c1_4","j","d","1043","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","307","a1_14","d","d","1026","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","308","d1_7","d","d","799","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","309","d2_6","j","d","1086","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","310","a3_29","k","d","740","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","311","d1_16","d","d","889","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","312","c2_1","j","d","814","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","313","d4_25","d","d","765","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","314","d4_4","d","d","579","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","315","a1_8","j","d","887","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","316","b1_23","k","d","577","3","","old","target","","","","","","","","","","",""
"memoryTest","memoryTest","317","c2_28","j","d","1136","3","","old","cue","","","","","","","","","","",""
"memoryTest","memoryTest","318","a3_14","k","d","756","3","","old","filler","","","","","","","","","","",""
"memoryTest","memoryTest","319","b4_22","f","d","968","3","","old","target","","","","","","","","","","",""
"predictTest","predictTest","0","d2d4,d2d1","1","no correct answer","2734","4","","","","","","","","","","","","","",""
"predictTest","predictTest","1","a2a4,a2a1","1","no correct answer","1174","4","","","","","","","","","","","","","",""
"predictTest","predictTest","2","b3b1,c3b1","2","2","373","4","","","","","","","","","","","","","",""
"predictTest","predictTest","3","a3d4,d2d4","2","no correct answer","308","4","","","","","","","","","","","","","",""
"predictTest","predictTest","4","a3d1,a3d4","1","no correct answer","1273","4","","","","","","","","","","","","","",""
"predictTest","predictTest","5","b2c1,b2c4","2","1","269","4","","","","","","","","","","","","","",""
"predictTest","predictTest","6","d3a4,a2a4","1","no correct answer","525","4","","","","","","","","","","","","","",""
"predictTest","predictTest","7","d3a1,d3a4","2","no correct answer","442","4","","","","","","","","","","","","","",""
"predictTest","predictTest","8","c2c4,c2c1","1","1","753","4","","","","","","","","","","","","","",""
"predictTest","predictTest","9","b3b4,c3b4","1","1","317","4","","","","","","","","","","","","","",""
"predictTest","predictTest","10","c3b1,c3b4","2","1","268","4","","","","","","","","","","","","","",""
"predictTest","predictTest","11","d2d1,a3d1","1","no correct answer","264","4","","","","","","","","","","","","","",""
"predictTest","predictTest","12","a2a1,d3a1","2","no correct answer","975","4","","","","","","","","","","","","","",""
"predictTest","predictTest","13","b3b1,b3b4","1","2","316","4","","","","","","","","","","","","","",""
"predictTest","predictTest","14","c2c1,b2c1","1","2","337","4","","","","","","","","","","","","","",""
"predictTest","predictTest","15","b2c4,c2c4","2","2","249","4","","","","","","","","","","","","","",""
"","","","","","","","","","","","36","English","Male","Laptop","Memory?","[object Object]","","","","",""
"","","","","","","","","","","","","","","","","","b2c1,c3b1,b3b4,c2c4","","","",""
"","","","","","","","","","","","","","","","","","","a4,a4,c2,c4,a2,a3,c2,c4,d4,a1,c3,b1,a2,d1,d3,d2,b2,c1,d1,a2,c3,b1,b2,c1,b3,b4,a1,d1,d1,a1,a3,d3,d3,b3,b4,c3,b1,a4,c2,c4,c3,b1,a1,d4,a4,b3,b4,c2,c4,d3,d2,d4,b2,c1,d2,a3,b3,b4,b2,c1,d4,a3,d2,a2,b2,c1,a1,d3,a1,b2,c1,d2,b3,b4,c2,c4,b2,c1,d2,d1,b2,c1,d4,c3,b1,c2,c4,b3,b4,a3,c2,c4,a4,d2,d4,a3,a1,a4,d3,a3,c3,b1,b3,b4,a2,d3,a2,a2,d1,c3,b1,c2,c4,a3,a4,d1,d1,d4,d3,a1,a2,d4,a4,d2,c3,b1,b3,b4,a4,a2,d4,d3,a2,a4,a3,b2,c1,b3,b4,d4,b2,c1,a2,a1,a4,a1,a3,c3,b1,a1,d1,d1,c2,c4,d1,c3,b1,a1,d2,d4,c3,b1,b2,c1,c2,c4,a3,d2,c2,c4,b3,b4,d3,d3,d4,a4,d2,b2,c1,c2,c4,b3,b4,c3,b1,d3,d1,d2,b3,b4,a3,a2,a3,d2,d3,d4,a4,d1,c2,c4,a4,c3,b1,d1,a3,b2,c1,d4,d3,b3,b4,d3,d2,d3,b3,b4,c2,c4,a1,a2,a1,c3,b1,b2,c1,a3,c2,c4,d4,b2,c1,a1,a1,a2,d1,d4,b3,b4,a2,a4,d2,c2,c4,c3,b1,b3,b4,b2,c1,d1,a4,a3,c3,b1,d2,a2","","",""
"","","","","","","","","","","","","","","","","","","","d3a4,a3d1,d2d4,a2a1","",""
"","","","","","","","","","","","","","","","","","","","","d2d4,d2d1,a2a4,a2a1,b3b1,c3b1,a3d4,d2d4,a3d1,a3d4,b2c1,b2c4,d3a4,a2a4,d3a1,d3a4,c2c4,c2c1,b3b4,c3b4,c3b1,c3b4,d2d1,a3d1,a2a1,d3a1,b3b1,b3b4,c2c1,b2c1,b2c4,c2c4",""
"","","","","","","","","","","","","","","","","","","","","",""
